,type,id,attributes.bioproject,attributes.accession,attributes.samples-count,attributes.secondary-accession,attributes.centre-name,attributes.is-public,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.samples.links.related,relationships.downloads.links.related,relationships.biomes.meta.count,relationships.biomes.data,relationships.biomes.links.related,relationships.publications.links.related,relationships.analyses.links.related,links.self,pipeline_version,biomes
1750,studies,MGYS00005126,PRJEB34982,MGYS00005126,17.0,ERP117971,UNIVERSITY OF COPENHAGEN,True,,"Chorioamnionitis (CA), resulting from intra-amniotic inflammation, is a frequent cause of preterm birth and exposes the immature intestine to bacterial toxins and/or inflammatory mediators before birth via fetal swallowing. This may affect intestinal immune development, interacting with the effects of enteral feeding and gut microbiota colonization just after birth. Using preterm pigs as model for preterm infants, we hypothesized that prenatal exposure to gram-negative endotoxin influences postnatal bacterial colonization and gut immune development. Pig fetuses were given intra-amniotic lipopolysaccharide (LPS) 3 d before preterm delivery by cesarean section, and were compared with litter-mate controls (CON) at birth and after 5 d of formula feeding and spontaneous bacterial colonization. Amniotic fluid was collected for analysis of leukocyte counts and cytokines, and the distal small intestine was analyzed for endotoxin level, morphology and immune cell counts. Intestinal gene expression and microbiota were analyzed by transcriptomics and metagenomics, respectively. At birth, LPS-exposed pigs showed higher intestinal endotoxin, neutrophil/macrophage density and shorter villi. About 1.0% of intestinal genes were affected at birth and DMBT1, a regulator of mucosal immune defense, was identified as the hub gene in the co-expression network. Genes related to innate immune response (TLR2, LBP, CD14, C3, SFTPD), neutrophil chemotaxis (C5AR1, CSF3R, CCL5) and antigen processing (MHC II, CD4) were also affected and expression levels correlated with intestinal neutrophil/macrophage density and amniotic fluid cytokine levels. On day 5, LPS and CON pigs showed similar necrotizing enterocolitis (NEC) lesions, endotoxin levels, morphology, immune cell counts, gene expressions and microbiota (except for difference in some low-abundant species). Our results show that CA markedly affects intestinal genes at preterm birth, including genes related to immune cell infiltration. However, a few days later, following the physiological adaptations to preterm birth, CA had limited effects on intestinal structure, function, gene expression, bacterial colonization and NEC sensitivity. We conclude that short-term, prenatal intra-amniotic inflammation is unlikely to exert marked effects on intestinal immune development in preterm neonates beyond the immediate neonatal period.",Postnatal gut immunity and microbiota development is minimally affected by prenatal inflammation in preterm pigs,SUBMITTED,2019-11-04T00:00:00,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005126/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005126/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005126/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005126/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005126/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005126/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005126,4.1,root:Host-associated:Mammals:Digestive system
1751,studies,MGYS00005125,PRJEB34744,MGYS00005125,15.0,ERP117698,"The University of the West Indies, CAve Hill Campus",True,,"Non-Lactobacillus dominant cervicovaginal microbiomes have been associated with vaginal and auto-immune diseases such as bacterial vaginosis and systemic lupus erythematosus (SLE). Using a deep sequencing approach, the microbial composition and structure of the cervicovaginal metagenomes of a group of Afro-Caribbean women (with and without SLE) asymptomatic for vaginal disease were analysed. Community state type (CST) IV predominated the metagenomes of the Afro-Caribbean women. In the healthy group Gardnerella (16.37%) and Prevotella (11.3%) species were more abundant than Lactobacillus (5.06%). Whereas, in women with SLE the most abundant species was Prevotella (17.66%) followed by Lactobacillus (13.60%) and Gardnerella (5.73%). These findings suggest that vaginal health is not strictly dependent on the relative abundance of Lactobacillus species. Additionally, some low abundant pathobionts were 5 to 23 times more common in the SLE cohort. This study offers a new postulate into sex and ethnic differences in the prevalence of SLE.",Metagenomic analysis of the cervicovaginal microbiome in women with systemic lupus erythematosus: A new insight into sex and ethnic differences,SUBMITTED,2019-10-31T10:49:31,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005125/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005125/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005125/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Reproductive system:Vagina', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005125/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005125/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005125/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005125,4.1,root:Host-associated:Human:Reproductive system:Vagina
1752,studies,MGYS00005124,PRJEB34967,MGYS00005124,18.0,ERP117955,"The University of the West Indies, CAve Hill Campus",True,,"Non-Lactobacillus dominant cervicovaginal microbiomes have been associated with vaginal and auto-immune diseases such as bacterial vaginosis and systemic lupus erythematosus (SLE). Using a deep sequencing approach, the microbial composition and structure of the cervicovaginal metagenomes of a group of Afro-Caribbean women (with and without SLE) asymptomatic for vaginal disease were analysed. Community state type (CST) IV predominated the metagenomes of the Afro-Caribbean women. In the healthy group Gardnerella (16.37%) and Prevotella (11.3%) species were more abundant than Lactobacillus (5.06%). Whereas, in women with SLE the most abundant species was Prevotella (17.66%) followed by Lactobacillus (13.60%) and Gardnerella (5.73%). These findings suggest that vaginal health is not strictly dependent on the relative abundance of Lactobacillus species. Additionally, some low abundant pathobionts were 5 to 23 times more common in the SLE cohort. This study offers a new insight into sex and ethnic differences in the prevalence of SLE.",Metagenomic analysis of the cervicovaginal microbiome in women with systemic lupus erythematosus: A new insight into sex and ethnic differences,SUBMITTED,2019-10-29T11:47:10,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005124/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005124/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005124/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Reproductive system:Vagina', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005124/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005124/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005124/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005124,4.1,root:Host-associated:Human:Reproductive system:Vagina
1753,studies,MGYS00005123,PRJEB34543,MGYS00005123,8.0,ERP117467,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale,True,,Ocean Sampling Day (OSD) data from North Adriatic Sea,Ocean Sampling Day (OSD) data from North Adriatic Sea,SUBMITTED,2019-10-17T00:00:00,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005123/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005123/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005123/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005123/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005123/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005123/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005123,4.1,root:Environmental:Aquatic:Marine
1754,studies,MGYS00005120,PRJNA283802,MGYS00005120,50.0,SRP058196,GEO,True,,"We report how high and low linear energy transfer (LET) radiation, microgravity, and elevated dietary iron affect colon microbiota (determined by 16S rDNA pyrosequencing) and colon function. Three independent experiments were conducted: 1) fractionated low LET ? radiation (137Cs, 3 Gy, RAD), high Fe diet (IRON) (650 mg/kg diet), and a combination of low LET ? radiation and high Fe diet (IRON+RAD) in male Sprague-Dawley rats; 2) high LET 38Si particle exposure (0.050 Gy), 1/6 G partial weight bearing (PWB), and a combination of high LET38Si particle exposure and PWB in female BalbC/ByJ mice; and 3) 13 d spaceflight in female C57BL/6 mice. For each experiment, the colon was resected and feces removed for microbial sequencing analysis on a Roche 454 Genome Sequencer  FLX Titanium instrument (Microbiome Core Facility, Chapel Hill NC) using the GS FLX Titanium XLR70 sequencing reagents and protocols. Analysis of amplicon sequencing data was carried out using the QIIME pipeline. Low LET radiation, high iron diet, and spaceflight increased Bacteroidetes and decreased Firmicutes. Low LET radiation, high Fe diet, and spaceflight did not significantly affect diversity or richness, or elevate pathogenic genera. Spaceflight increased Clostridiales and decreased Lactobacillales, and similar trends were observed in the experiment using a ground-based model of microgravity, suggesting altered gravity may affect colonic microbiota. Microbiota characteriztion in these models is a first step in understanding the impact of the space environment on intestinal health. Overall design: Phylogenetic characterizaiton of fecal microbiota from a total of 49 mouse and rat fecal samples (18 and 31 samples, respectively, no replicates)",Space environmental factor impacts upon murine colon microbiota and mucosal homeostasis,HARVESTED,2019-10-14T14:16:13,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005120/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005120/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005120/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005120/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005120/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005120/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005120,4.1,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
1755,studies,MGYS00005115,PRJEB34250,MGYS00005115,49.0,ERP117126,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,True,,"18S rDNA amplicon study of bulk water and shower hose biofilm samples. Cold water samples were collected from the water outlet of a drinking water treatment plant and from the water inlet of two neighboring buildings, warm water samples (ca 37 degrees C) were taken from showers within the two buildings: one building with a copper-silver-ionization-system to disinfect the water, the other building without such a system. Biofilms were taken from shower hoses within the two buildings. For further experimental details see: Stüken et al. 2018. Environ Sci Technol.;52(6):3354-3364. doi: 10.1021/acs.est.7b0596318S rDNA amplicons were generated with forward primer 1391F (GTA CAC ACC GCC CGTC) and reverse primer 1510R (CCT TCY GCA GGT TCA CCT AC). AdapterRemoval ver 2.3.0 and cutadapt vers. 1.18. were used to prepare samples for sequence submission (removal of remaining Illumina adapters, demultiplexing, removal of heterogeneity spacers, primers, low quality bases and sequences < 50 bp lengths).",Microbes in drinking water and biofilms (18S rDNA amplicon study),SUBMITTED,2019-10-07T00:00:00,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005115/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005115/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005115/downloads,1,"[{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Freshwater', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005115/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005115/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005115/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005115,4.1,root:Environmental:Aquatic:Freshwater
1756,studies,MGYS00005113,PRJEB34249,MGYS00005113,94.0,ERP117125,UNIVERSITY OF CAMBRIDGE,True,,"This study investigates, for the first time, the associations between acute infections by GI helminths and the faecal microbial and metabolic profiles of a cohort of equine youngstock, prior to and following treatment with parasiticides (ivermectin).",Dysbiosis associated with acute helminth infections in herbivorous youngstock - observations and implications,SUBMITTED,2019-09-11T14:10:37,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005113/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005113/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005113/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005113/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005113/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005113/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005113,4.1,root:Host-associated:Mammals:Digestive system:Fecal
1757,studies,MGYS00005111,PRJEB30278,MGYS00005111,19.0,ERP112711,IOA,True,,wrasseeggs16s,wrasseeggs16s,SUBMITTED,2019-09-11T00:00:00,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005111/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005111/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005111/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Fish', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Fish'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005111/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005111/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005111/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005111,4.1,root:Host-associated:Fish
1758,studies,MGYS00005112,PRJEB33433,MGYS00005112,72.0,ERP116224,IOA,True,,Mussels larvea 16S,Mussels larvea 16S,SUBMITTED,2019-09-11T00:00:00,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005112/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005112/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005112/downloads,1,"[{'type': 'biomes', 'id': 'root:Host-associated:Mollusca', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mollusca'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005112/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005112/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005112/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005112,4.1,root:Host-associated:Mollusca
1759,studies,MGYS00005108,PRJEB33737,MGYS00005108,12.0,ERP116554,INSTITUT PASTEUR,True,,"Profiling differences in microbiome composition regarding a healthy or a disease phenotype is central in microbiome research. It typically involves the sequencing, the data processing, the statistical analysis and the graphical representation of the detected signatures. This process is currently addressed through several separated applications that requires expertise for installation, data pre-processing and in some case, programming skills. We present SHAMAN, which is an interactive web application that facilitates the use of a workflow for OTU calculation, the robust statistical modelling proposed by the DESeq2 package and provides more than ten interactive visualisations. It also implements new normalization methods which account for the sparsity of metagenomic data. %which is relevant for the DESeq2 approach.SHAMAN is primary designed for biologist with no experience in metagenomics, but can also meet the needs of specialist who can easily access to the configuration of processed tools and packages. It is freely accessible at http://shaman.pasteur.fr/, but also work as a standalone application with docker (aghozlane/shaman) or in R with packrat. The source code is written in R and is available at https://github.com/aghozlane/shaman. Using a mock community sequencing and a published 16S metagenomic dataset, we show here that SHAMAN allows to perform a complete meta-taxonomic analysis.",SHAMAN: a user-friendly website for meta-taxonomic analysis from raw reads to statistical analysis,SUBMITTED,2019-08-27T15:56:32,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005108/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005108/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005108/downloads,1,"[{'type': 'biomes', 'id': 'root:Engineered:Modeled:Simulated communities (sequence read mixture)', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005108/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005108/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005108/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005108,4.1,root:Engineered:Modeled:Simulated communities (sequence read mixture)
